,author,co-author,doi,co-author_list,title
261,"Kaplan, Raphael","['Burgess, Neil', 'Burgess, Neil']","['10.1002/hipo.22264', '10.1371/journal.pbio.1001267']","{'Burgess, Neil'}","['Human hippocampal processing of environmental novelty during spatial navigation', 'Movement-Related Theta Rhythm in Humans: Coordinating Self-Directed Hippocampal Learning']"
262,"Bado, Patricia","['Moll, Jorge']",['10.1002/hbm.22403'],"{'Moll, Jorge'}",['Functional dissociation of ventral frontal and dorsomedial default mode network components during resting state and emotional autobiographical recall']
263,"Davis, Tyler","['Poldrack, Russell A.']",['10.1523/JNEUROSCI.3376-13.2014'],"{'Poldrack, Russell A.'}",['Global Neural Pattern Similarity as a Common Basis for Categorization and Recognition Memory']
264,"O'Neil, Edward B.","['Koehler, Stefan', 'Koehler, Stefan']","['10.1016/j.neuroimage.2014.02.005', '10.1002/hipo.22117']","{'Koehler, Stefan'}","['Resting-state fMRI reveals functional connectivity between face-selective perirhinal cortex and the fusiform face area related to face inversion', 'Representational demands modulate involvement of perirhinal cortex in face processing']"
265,"Shigemune, Yayoi","['Kawashima, Ryuta']",['10.1093/cercor/bhs415'],"{'Kawashima, Ryuta'}",['Remembering with Gains and Losses: Effects of Monetary Reward and Punishment on Successful Encoding Activation of Source Memories']
266,"Kafkas, Alexandros","['Montaldi, Daniela']",['10.1002/hipo.22241'],"{'Montaldi, Daniela'}","['Two separate, but interacting, neural systems for familiarity and novelty detection: A dual-route mechanism']"
267,"Clemente, Miriam","['Avila, Cesar']",['10.1093/iwc/iwt037'],"{'Avila, Cesar'}",['An fMRI Study to Analyze Neural Correlates of Presence during Virtual Reality Experiences']
268,"Andrews-Hanna, Jessica R.","['Yarkoni, Tal']",['10.1016/j.neuroimage.2014.01.032'],"{'Yarkoni, Tal'}","['Contributions of episodic retrieval and mentalizing to autobiographical thought: Evidence from functional neuroimaging, resting-state connectivity, and fMRI meta-analyses']"
269,"Salomon, Roy","['Malach, Rafael']",['10.1002/hbm.22268'],"{'Malach, Rafael'}",['Deconstructing the Default: Cortical subdivision of the Default Mode/Intrinsic System During Self-Related Processing']
270,"Ford, Jaclyn Hennessey","['Kensinger, Elizabeth A.']",['10.1162/jocn_a_00529'],"{'Kensinger, Elizabeth A.'}",['Effects of Emotion and Emotional Valence on the Neural Correlates of Episodic Memory Search and Elaboration']
271,"Gomez, Alice","['Baciu, Monica']",['10.3389/fnhum.2014.00150'],"{'Baciu, Monica'}","['Differential hippocampal and retrosplenial involvement in egocentric-updating, rotation, and allocentric processing during online spatial encoding: an fMRI study']"
272,"St-Laurent, Marie","['Buchsbaum, Bradley R.']",['10.1523/JNEUROSCI.3054-13.2014'],"{'Buchsbaum, Bradley R.'}",['Memory Reactivation in Healthy Aging: Evidence of Stimulus-Specific Dedifferentiation']
273,"Yuan, Peng","['Raz, Naftali']",['10.1016/j.biopsycho.2013.10.009'],"{'Raz, Naftali'}",['Turning bias in virtual spatial navigation: Age-related differences and neuroanatomical correlates']
274,"Genon, Sarah","['Bastin, Christine']",['10.1016/j.cortex.2013.06.009'],"{'Bastin, Christine'}","[""Cognitive and neuroimaging evidence of impaired interaction between self and memory in Alzheimer's disease""]"
275,"Duarte, Isabel Catarina","['Castelo-Branco, Miguel']",['10.1371/journal.pone.0086213'],"{'Castelo-Branco, Miguel'}",['Anterior/Posterior Competitive Deactivation/Activation Dichotomy in the Human Hippocampus as Revealed by a 3D Navigation Task']
276,"Vilberg, Kaia L.","['Rugg, Michael D.', 'Davachi, Lila', 'Rugg, Michael D.']","['10.1080/17588928.2013.860088', '10.1016/j.neuron.2013.07.013', '10.1523/JNEUROSCI.3065-12.2012']","{'Rugg, Michael D.', 'Davachi, Lila'}","['Temporal dissociations within the core recollection network', 'Perirhinal-Hippocampal Connectivity during Reactivation Is a Marker for Object-Based Memory Consolidation', 'The Neural Correlates of Recollection: Transient Versus Sustained fMRI Effects']"
277,"Palermo, Liana","['Petrosini, Laura']",['10.1037/neu0000021'],"{'Petrosini, Laura'}",['I Find My Way in a Maze But Not in My Own Territory! Navigational Processing in Developmental Topographical Disorientation']
278,"Oh, Hwamee","['Jagust, William J.']",['10.1523/JNEUROSCI.2775-13.2013'],"{'Jagust, William J.'}",['Frontotemporal Network Connectivity during Memory Encoding Is Increased with Aging and Disrupted by Beta-Amyloid']
279,"Persson, Jonas","['Soderlund, Hedvig']",['10.1016/j.bbr.2013.07.050'],"{'Soderlund, Hedvig'}",['Remembering our origin: Gender differences in spatial memory are reflected in gender differences in hippocampal lateralization']
280,"Voss, Patrice","['Lepore, Franco']",['10.1186/1471-2202-14-113'],"{'Lepore, Franco'}",['Assessment of the caudate nucleus and its relation to route learning in both congenital and late blind individuals']
281,"Wittmann, Bianca C.","['Duezel, Emrah', 'Duezel, Emrah']","['10.1016/j.neuropsychologia.2013.09.031', '10.1016/j.neuropsychologia.2013.07.018']","{'Duezel, Emrah'}","['Reprint of: DAT genotype modulates striatal processing and long-term memory for items associated with reward and punishment', 'DAT genotype modulates striatal processing and long-term memory for items associated with reward and punishment']"
282,"Stark, Shauna M.","['Stark, Craig E. L.']",['10.1016/j.neuropsychologia.2012.12.014'],"{'Stark, Craig E. L.'}",['A task to assess behavioral pattern separation (BPS) in humans: Data from healthy aging and mild cognitive impairment']
283,"Dew, Ilana T. Z.","['Cabeza, Roberto']",['10.1523/JNEUROSCI.1413-13.2013'],"{'Cabeza, Roberto'}",['A Broader View of Perirhinal Function: From Recognition Memory to Fluency-Based Decisions']
284,"van Marle, Hein J. F.","['Fernandez, Guillen']",['10.1016/j.psyneuen.2013.01.009'],"{'Fernandez, Guillen'}",['The effect of exogenous cortisol during sleep on the behavioral and neural correlates of emotional memory consolidation in humans']
285,"Hirose, Satoshi","['Konishi, Seiki']",['10.1371/journal.pone.0071210'],"{'Konishi, Seiki'}",['Dissociable Temporo-Parietal Memory Networks Revealed by Functional Connectivity during Episodic Retrieval']
286,"Staresina, Bernhard P.","['Henson, Richard N.', 'Alink, Arjen', 'Henson, Richard N.', 'Schultz, Heidrun']","['10.1523/JNEUROSCI.1987-13.2013', '10.1523/JNEUROSCI.4156-12.2012', '10.1038/nn.3154', '10.1523/ENEURO.0291-19.2019']","{'Schultz, Heidrun', 'Alink, Arjen', 'Henson, Richard N.'}","['Reversible Information Flow across the Medial Temporal Lobe: The Hippocampus Links Cortical Modules during Memory Retrieval', 'Episodic Reinstatement in the Medial Temporal Lobe', 'Memory signals are temporally dissociated in and across human hippocampus and perirhinal cortex', 'Content Tuning in the Medial Temporal Lobe Cortex: Voxels that Perceive, Retrieve']"
287,"Nilsson, Jonna","['Finkelmeyer, Andreas']",['10.1162/jocn_a_00396'],"{'Finkelmeyer, Andreas'}",['Negative BOLD Response in the Hippocampus during Short-term Spatial Memory Retrieval']
288,"Hoetting, Kirsten","['Roeder, Brigitte', 'Holzschneider, Kathrin']","['10.1186/1471-2202-14-73', '10.1016/j.neuroimage.2011.10.021']","{'Roeder, Brigitte', 'Holzschneider, Kathrin'}","['Effects of a cognitive training on spatial learning and associated functional brain activations', 'Cardiovascular fitness modulates brain activation associated with spatial learning']"
289,"Howard, Lorelei R.","['Spiers, Hugo J.', 'Spiers, Hugo J.']","['10.1371/journal.pone.0067988', '10.1523/JNEUROSCI.6055-10.2011']","{'Spiers, Hugo J.'}","['Dissociation between Dorsal and Ventral Posterior Parietal Cortical Responses to Incidental Changes in Natural Scenes', 'Double Dissociation between Hippocampal and Parahippocampal Responses to Object-Background Context and Scene Novelty']"
290,"Schinazi, Victor R.","['Epstein, Russell A.']",['10.1002/hipo.22111'],"{'Epstein, Russell A.'}",['Hippocampal size predicts rapid learning of a cognitive map in humans']
291,"Weniger, Godehard","['Irle, Eva', 'Irle, Eva', 'Irle, Eva', 'Irle, Eva', 'Siemerkus, Jakob']","['10.1016/j.pscychresns.2012.11.004', '10.1016/j.nlm.2009.08.003', '10.1016/j.neuropsychologia.2008.08.018', '10.1111/j.1460-9568.2006.05108.x', '10.1016/j.nicl.2012.10.004']","{'Irle, Eva', 'Siemerkus, Jakob'}","['Egocentric virtual maze learning in adult survivors of childhood abuse with dissociative disorders: Evidence from functional magnetic resonance imaging', 'The human parahippocampal cortex subserves egocentric spatial learning during navigation in a virtual maze', 'Egocentric memory impaired and allocentric memory intact as assessed by virtual reality in subjects with unilateral parietal cortex lesions', 'Posterior parahippocampal gyrus lesions in the human impair egocentric learning in a virtual environment', 'Egocentric spatial learning in schizophrenia investigated with functional magnetic resonance imaging']"
292,"Zhang, Hui","['Ekstrom, Arne', 'Ekstrom, Arne D.']","['10.1002/hbm.21494', '10.1371/journal.pone.0044886']","{'Ekstrom, Arne', 'Ekstrom, Arne D.'}","['Human neural systems underlying rigid and flexible forms of allocentric spatial representation', 'Differential Recruitment of Brain Networks following Route and Cartographic Map Learning of Spatial Environments']"
293,"Risius, Uda-Mareke","['Markowitsch, Hans J.']",['10.3389/fnbeh.2013.00024'],"{'Markowitsch, Hans J.'}","['Retrieval, monitoring, and control processes: a 7 Tesla fMRI approach to memory accuracy']"
294,"Vass, Lindsay K.","['Epstein, Russell A.']",['10.1523/JNEUROSCI.3873-12.2013'],"{'Epstein, Russell A.'}",['Abstract Representations of Location and Facing Direction in the Human Brain']
295,"Lee, Andy C. H.","['Rudebeck, Sarah R.', 'Thavabalasingam, Sathesan']","['10.1162/jocn_a_00301', '10.1073/pnas.1819993116']","{'Thavabalasingam, Sathesan', 'Rudebeck, Sarah R.'}","['Disentangling Spatial Perception and Spatial Memory in the Hippocampus: A Univariate and Multivariate Pattern Analysis fMRI Study', 'Evidence for the incorporation of temporal duration information in human hippocampal long-term memory sequence representations']"
296,"LaRocque, Karen F.","['Wagner, Anthony D.']",['10.1523/JNEUROSCI.4293-12.2013'],"{'Wagner, Anthony D.'}",['Global Similarity and Pattern Separation in the Human Medial Temporal Lobe Predict Subsequent Memory']
297,"Daselaar, S. M.","['Cabeza, R.']",['10.3389/fnhum.2013.00038'],"{'Cabeza, R.'}",['Resting- state functionl connectivity of ventral parietal regions associated with attention reorienting and episodic recollection']
298,"Lehn, Hanne","['Haberg, Asta K.']",['10.1002/hipo.22073'],"{'Haberg, Asta K.'}",['Hippocampal involvement in retrieval of odor vs. object memories']
299,"Reas, Emilie T.","['Brewer, James B.']",['10.1162/jocn_a_00335'],"{'Brewer, James B.'}",['Retrieval Search and Strength Evoke Dissociable Brain Activity during Episodic Memory Recall']
300,"Nemmi, Federico","['Guariglia, Cecilia']",['10.1016/j.cortex.2011.11.016'],"{'Guariglia, Cecilia'}",['Landmark sequencing and route knowledge: An fMRI study']
301,"Op de Beeck, Hans P.","['Wenderoth, Nicole']",['10.3389/fnins.2013.00078'],"{'Wenderoth, Nicole'}","[""Combinatorial brain decoding of people's whereabouts during visuospatial navigation""]"
302,"Nadel, Lynn","['Ryan, Lee R.', 'Bohbot, Veronique D.']","['10.1162/jocn_a_00313', '10.3389/fnhum.2015.00431']","{'Bohbot, Veronique D.', 'Ryan, Lee R.'}","['Spatial Cognition and the Hippocampus: The Anterior-Posterior Axis', 'Role of the parahippocampal cortex in memory for the configuration but not the identity of objects: converging evidence from patients with selective thermal lesions and fMRI']"
303,"Chan, Chetwyn C. H.","['Lee, Tatia M. C.']",['10.1002/hbm.21395'],"{'Lee, Tatia M. C.'}",['Cross auditory-spatial learning in early-blind individuals']
304,"Kwok, Sze Chai","['Macaluso, Emiliano']",['10.1016/j.neuropsychologia.2012.07.025'],"{'Macaluso, Emiliano'}",['Functional anatomy of temporal organisation and domain-specificity of episodic memory retrieval']
305,"Motley, Sarah E.","['Kirwan, C. Brock']",['10.1523/JNEUROSCI.5920-11.2012'],"{'Kirwan, C. Brock'}",['A Parametric Investigation of Pattern Separation Processes in the Medial Temporal Lobe']
306,"Calabro, F. J.","['Vaina, L. M.']",['10.1007/s00221-012-3159-8'],"{'Vaina, L. M.'}",['Interaction of cortical networks mediating object motion detection by moving observers']
307,"Andersson, Patrik","['Pluim, Josien P. W.']",['10.1088/1741-2560/9/4/045004'],"{'Pluim, Josien P. W.'}",['Real-time decoding of the direction of covert visuospatial attention']
308,"Pengas, George","['Nestor, Peter J.']",['10.3389/fnagi.2012.00017'],"{'Nestor, Peter J.'}","[""The relationship of topographical memory performance to regional neurodegeneration in Alzheimer's disease""]"
309,"Arai, Noritoshi","['Ziemann, Ulf']",['10.1007/s00221-012-3117-5'],"{'Ziemann, Ulf'}",['Effective connectivity between human supplementary motor area and primary motor cortex: a paired-coil TMS study']
310,"Lopez, C.","['Mast, F. W.']",['10.1016/j.neuroscience.2012.03.028'],"{'Mast, F. W.'}",['THE HUMAN VESTIBULAR CORTEX REVEALED BY COORDINATE-BASED ACTIVATION LIKELIHOOD ESTIMATION META-ANALYSIS']
311,"Gagnon, Lea","['Ptito, Maurice']",['10.1016/j.neuropsychologia.2012.03.022'],"{'Ptito, Maurice'}",['Activation of the hippocampal complex during tactile maze solving in congenitally blind subjects']
312,"Hargreaves, Eric L.","['Suzuki, Wendy A.']",['10.1016/j.neuron.2012.03.029'],"{'Suzuki, Wendy A.'}",['Conserved fMRI and LFP Signals during New Associative Learning in the Human and Macaque Monkey Medial Temporal Lobe']
313,"Pustina, Dorian","['Suchan, Boris']",['10.1016/j.bbr.2011.12.034'],"{'Suchan, Boris'}","['Human memory manipulated: Dissociating factors contributing to MTL activity, an fMRI study']"
314,"Bossong, Matthijs G.","['Ramsey, Nick F.']",['10.1162/jocn_a_00156'],"{'Ramsey, Nick F.'}",['Effects of Delta 9-Tetrahydrocannabinol Administration on Human Encoding and Recall Memory Function: A Pharmacological fMRI Study']
315,"Okada, Kayoko","['Rugg, Michael D.']",['10.1002/hbm.21229'],"{'Rugg, Michael D.'}",['Comparison of the neural correlates of retrieval success in tests of cued recall and recognition memory']
316,"Weisberg, Jill","['Eden, Guinevere F.']",['10.1016/j.neuroimage.2011.12.031'],"{'Eden, Guinevere F.'}",['Cortical plasticity for visuospatial processing and object recognition in deaf and hearing signers']
317,"Epstein, Russell A.","['Morgan, Lindsay K.', 'Higgins, J. Stephen', 'Feiler, Alana M.', 'Feiler, Alana M.', 'Julian, Joshua B.', 'Bonner, Michael F.', 'Schinazi, Victor R.', 'Vass, Lindsay K.', 'Morgan, Lindsay K.', 'Ward, Emily J.']","['10.1016/j.neuropsychologia.2011.09.042', '10.1093/cercor/bhl079', '10.1523/JNEUROSCI.0799-07.2007', '10.1152/jn.00003.2007', '10.1038/s41593-017-0049-1', '10.1073/pnas.1618228114', '10.1002/hipo.22111', '10.1523/JNEUROSCI.3873-12.2013', '10.1523/JNEUROSCI.4667-10.2011', '10.1167/10.14.6']","{'Schinazi, Victor R.', 'Julian, Joshua B.', 'Bonner, Michael F.', 'Vass, Lindsay K.', 'Ward, Emily J.', 'Higgins, J. Stephen', 'Morgan, Lindsay K.', 'Feiler, Alana M.'}","['Neural responses to visual scenes reveals inconsistencies between fMRI adaptation and multivoxel pattern analysis', 'Differential parahippocampal and retrosplenial involvement in three types of visual scene recognition', 'Where am I now? Distinct roles for parahippocampal and retrosplenial cortices in place recognition', 'Visual scene processing in familiar and unfamiliar environments', 'Human entorhinal cortex represents visual space using a boundary-anchored grid', 'Coding of navigational affordances in the human visual system', 'Hippocampal size predicts rapid learning of a cognitive map in humans', 'Abstract Representations of Location and Facing Direction in the Human Brain', 'Distances between Real-World Locations Are Represented in the Human Hippocampus', 'Eye-centered encoding of visual space in scene-selective regions']"
318,"Burton, Harold","['Agato, Alvin', 'Sinclair, Robert J.']","['10.1016/j.brainres.2011.12.032', '10.3109/08990220.2011.602765']","{'Sinclair, Robert J.', 'Agato, Alvin'}","['Recognition memory for Braille or spoken words: An fMRI study in early blind', 'Recognition memory for vibrotactile rhythms: An fMRI study in blind and sighted individuals']"
319,"Wenger, Elisabeth","['Loevden, Martin']",['10.1016/j.neuroimage.2011.11.015'],"{'Loevden, Martin'}",['Cortical thickness changes following spatial navigation training in adulthood and aging']
320,"Nedelska, Zuzana","['Hort, Jakub']",['10.1073/pnas.1121588109'],"{'Hort, Jakub'}",['Spatial navigation impairment is proportional to right hippocampal volume']
321,"Schweinsburg, Brian C.","['Woods, Steven Paul']",['10.1007/s13365-011-0072-z'],"{'Woods, Steven Paul'}",['Altered prefronto-striato-parietal network response to mental rotation in HIV']
322,"Holzschneider, Kathrin","['Hoetting, Kirsten']",['10.1016/j.neuroimage.2011.10.021'],"{'Hoetting, Kirsten'}",['Cardiovascular fitness modulates brain activation associated with spatial learning']
323,"Schwarze, Ulrike","['Sommer, Tobias']",['10.1523/JNEUROSCI.4497-11.2012'],"{'Sommer, Tobias'}",['Event-Related Nociceptive Arousal Enhances Memory Consolidation for Neutral Scenes']
324,"Lambrey, Simon","['Burgess, Neil']",['10.1093/cercor/bhr101'],"{'Burgess, Neil'}",['Imagining Being Somewhere Else: Neural Basis of Changing Perspective in Space']
325,"Butler, Tracy","['Thesen, Thomas']",['10.1017/S1355617711001421'],"{'Thesen, Thomas'}",['Volume of the Human Septal Forebrain Region Is a Predictor of Source Memory Accuracy']
326,"Siemerkus, Jakob","['Weniger, Godehard']",['10.1016/j.nicl.2012.10.004'],"{'Weniger, Godehard'}",['Egocentric spatial learning in schizophrenia investigated with functional magnetic resonance imaging']
327,"Mueller, S. C.","['Ernst, M.']",['10.1016/j.neuroscience.2011.09.022'],"{'Ernst, M.'}",['GREY MATTER VOLUME CORRELATES WITH VIRTUAL WATER MAZE TASK PERFORMANCE IN BOYS WITH ANDROGEN EXCESS']
328,"Smith, Christine N.","['Squire, Larry R.']",['10.1523/JNEUROSCI.3438-11.2011'],"{'Squire, Larry R.'}",['The Hippocampus Supports Both Recollection and Familiarity When Memories Are Strong']
329,"Song, Zhuang","['Squire, Larry R.']",['10.1523/JNEUROSCI.3012-11.2011'],"{'Squire, Larry R.'}",['Medial Temporal Lobe Function and Recognition Memory: A Novel Approach to Separating the Contribution of Recollection and Familiarity']
330,"Marchette, Steven A.","['Shelton, Amy L.']",['10.1523/JNEUROSCI.3634-11.2011'],"{'Shelton, Amy L.'}",['Cognitive Mappers to Creatures of Habit: Differential Engagement of Place and Response Learning Mechanisms Predicts Human Navigational Behavior']
331,"Weis, Susanne","['Sturm, Walter']",['10.1002/hbm.21126'],"{'Sturm, Walter'}",['Dynamic Changes in Functional Cerebral Connectivity of Spatial Cognition During the Menstrual Cycle']
332,"Sneider, Jennifer Tropp","['Yurgelun-Todd, Deborah A.']",['10.2466/04.22.24.27.PMS.113.5.461-480'],"{'Yurgelun-Todd, Deborah A.'}",['A PRELIMINARY STUDY OF SEX DIFFERENCES IN BRAIN ACTIVATION DURING A SPATIAL NAVIGATION TASK IN HEALTHY ADULTS']
333,"Kukolja, J.","['Hurlemann, R.']",['10.1017/S0033291711000183'],"{'Hurlemann, R.'}",['Noradrenergic-glucocorticoid modulation of emotional memory encoding in the human hippocampus']
334,"Metzler-Baddeley, Claudia","[""O'Sullivan, Michael J.""]",['10.1523/JNEUROSCI.2317-11.2011'],"{""O'Sullivan, Michael J.""}",['Frontotemporal Connections in Episodic Memory and Aging: A Diffusion MRI Tractography Study']
335,"Dennis, Nancy A.","['LaBar, Kevin S.']",['10.1002/hipo.20809'],"{'LaBar, Kevin S.'}",['Brain-Derived Neurotrophic Factor Val66Met Polymorphism and Hippocampal Activation During Episodic Encoding and Retrieval Tasks']
336,"Dilks, Daniel D.","['Kanwisher, Nancy', 'Kamps, Frederik S.', 'Persichetti, Andrew S.', 'Dillon, Moira R.', 'Kamps, Frederik S.', 'Kamps, Frederik S.', 'Persichetti, Andrew S.']","['10.1523/JNEUROSCI.1935-11.2011', '10.1016/j.cub.2019.12.008', '10.1073/pnas.1903057116', '10.1093/cercor/bhx139', '10.1016/j.cortex.2016.06.022', '10.1016/j.neuroimage.2016.02.062', '10.1016/j.cortex.2016.02.006']","{'Kanwisher, Nancy', 'Dillon, Moira R.', 'Kamps, Frederik S.', 'Persichetti, Andrew S.'}","['Mirror-Image Sensitivity and Invariance in Object and Scene Processing Pathways', 'Late Development of Navigationally Relevant Motion Processing in the Occipital Place Area', 'Distinct representations of spatial and categorical relationships across human scene-selective cortex', 'Places in the Brain: Bridging Layout and Object Geometry in Scene-Selective Cortex', 'The occipital place area represents first-person perspective motion information through scenes', 'The occipital place area represents the local elements of scenes', 'Perceived egocentric distance sensitivity and invariance across scene-selective cortex']"
337,"Detour, J.","['Foucher, J. R.']",['10.1016/j.brainres.2011.05.024'],"{'Foucher, J. R.'}",['Prefrontal cortex recruitment during naturalistic remote memory: A factorial block-event fMRI study']
338,"Qin, Shaozheng","['Fernandez, Guillen']",['10.1523/JNEUROSCI.2587-10.2011'],"{'Fernandez, Guillen'}",['Subjective Sense of Memory Strength and the Objective Amount of Information Accurately Remembered Are Related to Distinct Neural Correlates at Encoding']
339,"Wolbers, Thomas","['Giudice, Nicholas A.', 'Buechel, Christian', 'Chen, Xiaoli', 'Shine, Jonathan P.']","['10.1016/j.cub.2011.04.038', '10.1523/JNEUROSCI.2146-07.2007', '10.1016/j.neuroimage.2019.116074', '10.1523/JNEUROSCI.1268-15.2016']","{'Shine, Jonathan P.', 'Chen, Xiaoli', 'Buechel, Christian', 'Giudice, Nicholas A.'}","['Modality-Independent Coding of Spatial Layout in the Human Brain', 'Differential recruitment of the hippocampus, medial prefrontal cortex, and the human motion complex during path integration in humans', 'Computing distance information from landmarks and self-motion cues - Differential contributions of anterior-lateral vs. posterior-medial entorhinal cortex in humans', 'The Human Retrosplenial Cortex and Thalamus Code Head Direction in a Global Reference Frame']"
340,"Ekstrom, Arne D.","['Yonelinas, Andrew P.', 'Bookheimer, Susan Y.', 'Huffman, Derek J.', 'Huffman, Derek J.', 'Starrett, Michael J.', 'Kyle, Colin T.', 'Kyle, Colin T.', 'Zhang, Hui']","['10.1016/j.neuroimage.2011.02.033', '10.1101/lm.575107', '10.1162/jocn_a_01653', '10.1016/j.neuron.2019.08.012', '10.3389/fnhum.2018.00281', '10.7554/eLife.10499', '10.1016/j.bbr.2014.10.034', '10.1371/journal.pone.0044886']","{'Bookheimer, Susan Y.', 'Huffman, Derek J.', 'Zhang, Hui', 'Yonelinas, Andrew P.', 'Kyle, Colin T.', 'Starrett, Michael J.'}","['Dissociable networks involved in spatial and temporal order source retrieval', 'Spatial and temporal episodic memory retrieval recruit dissociable functional networks in the human brain', 'An Important Step toward Understanding the Role of Body-based Cues on Human Spatial Memory for Large-Scale Environments', 'A Modality-Independent Network Underlies the Retrieval of Large-Scale Spatial Environments in the Human Brain', 'Perspective: Assessing the Flexible Acquisition, Integration, and Deployment of Human Spatial Representations and Information', 'Successful retrieval of competing spatial environments in humans involves hippocampal pattern separation mechanisms', 'Roles of human hippocampal subfields in retrieval of spatial and temporal context', 'Differential Recruitment of Brain Networks following Route and Cartographic Map Learning of Spatial Environments']"
341,"Yassa, Michael A.","['Stark, Craig E. L.', 'Stevenson, Rebecca F.', 'Reagh, Zachariah M.', 'Reagh, Zachariah M.', 'Reagh, Zachariah M.']","['10.1073/pnas.1101567108', '10.1523/JNEUROSCI.0564-19.2019', '10.1002/hipo.22681', '10.1073/pnas.1411250111', '10.1523/JNEUROSCI.2779-14.2014']","{'Stark, Craig E. L.', 'Stevenson, Rebecca F.', 'Reagh, Zachariah M.'}","['Age-related memory deficits linked to circuit-specific disruptions in the hippocampus', 'Pattern Separation and Source Memory Engage Distinct Hippocampal and Neocortical Regions during Retrieval', 'Repetition reveals ups and downs of hippocampal, thalamic, and neocortical engagement during mnemonic decisions', 'Object and spatial mnemonic interference differentially engage lateral and medial entorhinal cortex in humans', 'Dissociated Signals in Human Dentate Gyrus and CA3 Predict Different Facets of Recognition Memory']"
342,"Parent, Marise B.","['Hamann, Stephan']",['10.1016/j.neuropsychologia.2011.02.013'],"{'Hamann, Stephan'}",['Glucose administration enhances fMRI brain activation and connectivity related to episodic memory encoding for neutral and emotional stimuli']
343,"Viard, Armelle","['Burgess, Neil']",['10.1523/JNEUROSCI.4640-10.2011'],"{'Burgess, Neil'}",['Anterior Hippocampus and Goal-Directed Spatial Decision Making']
344,"Banner, Harrison","['Bohbot, Veronique D.']",['10.1111/j.1460-9568.2010.07550.x'],"{'Bohbot, Veronique D.'}",['The brain-derived neurotrophic factor Val66Met polymorphism is associated with reduced functional magnetic resonance imaging activity in the hippocampus and increased use of caudate nucleus-dependent strategies in a human virtual navigation task']
345,"Dudukovic, Nicole M.","['Wagner, Anthony D.']",['10.1162/jocn.2010.21509'],"{'Wagner, Anthony D.'}",['High-resolution fMRI Reveals Match Enhancement and Attentional Modulation in the Human Medial Temporal Lobe']
346,"Morgan, Lindsay K.","['Epstein, Russell A.', 'Epstein, Russell A.']","['10.1523/JNEUROSCI.4667-10.2011', '10.1016/j.neuropsychologia.2011.09.042']","{'Epstein, Russell A.'}","['Distances between Real-World Locations Are Represented in the Human Hippocampus', 'Neural responses to visual scenes reveals inconsistencies between fMRI adaptation and multivoxel pattern analysis']"
347,"Park, Soojin","['Oliva, Aude', 'Johnson, Marcia K.', 'Chun, Marvin M.', 'Park, Jeongho', 'Ferrara, Katrina']","['10.1523/JNEUROSCI.3885-10.2011', '10.1162/jocn.2009.21406', '10.1016/j.neuroimage.2009.04.058', '10.1523/JNEUROSCI.1991-19.2020', '10.1016/j.neuropsychologia.2016.05.012']","{'Chun, Marvin M.', 'Ferrara, Katrina', 'Oliva, Aude', 'Park, Jeongho', 'Johnson, Marcia K.'}","['Disentangling Scene Content from Spatial Boundary: Complementary Roles for the Parahippocampal Place Area and Lateral Occipital Complex in Representing Real-World Scenes', 'Refreshing and Integrating Visual Scenes in Scene-selective Cortex', 'Different roles of the parahippocampal place area (PPA) and retrosplenial cortex (RSC) in panoramic scene perception', 'Coding of Navigational Distance and Functional Constraint of Boundaries in the Human Scene-Selective Cortex', 'Neural representation of scene boundaries']"
348,"Schott, Bjoern H.","['Duezel, Emrah']",['10.1371/journal.pone.0015984'],"{'Duezel, Emrah'}",['Genetic Variation of the Serotonin 2a Receptor Affects Hippocampal Novelty Processing in Humans']
349,"Keightley, Michelle L.","['Grady, Cheryl L.']",['10.1093/scan/nsq003'],"{'Grady, Cheryl L.'}",['Neural correlates of recognition memory for emotional faces and scenes']
350,"Sinclair, Robert J.","['Burton, Harold']",['10.3109/08990220.2011.602765'],"{'Burton, Harold'}",['Recognition memory for vibrotactile rhythms: An fMRI study in blind and sighted individuals']
351,"Jahn, K.","['Zwergal, A.']",['10.1007/s00115-010-3103-8'],"{'Zwergal, A.'}",['Functional imaging of locomotion and navigation. Physiology and neurodegeneration']
352,"Yokoyama, Osamu","['Nakamura, Katsuki']",['10.1016/j.neures.2010.07.2041'],"{'Nakamura, Katsuki'}",['Right frontopolar cortex activity correlates with reliability of retrospective rating of confidence in short-term recognition memory performance']
353,"Toepper, Max","['Sammer, Gebhard']",['10.1016/j.brainres.2010.07.065'],"{'Sammer, Gebhard'}",['Hippocampal involvement in working memory encoding of changing locations: An fMRI study']
354,"Xu, Jian","['Haberg, Asta K.']",['10.1016/j.neuroimage.2010.05.074'],"{'Haberg, Asta K.'}",['Persistent posterior and transient anterior medial temporal lobe activity during navigation']
355,"Sutton, Jennifer E.","['Newcombe, Nora S.']",['10.1037/a0019938'],"{'Newcombe, Nora S.'}",['Spinning in the Scanner: Neural Correlates of Virtual Reorientation']
356,"Rodriguez, Paul F.",[],"['10.1037/a0020231', '10.1002/hbm.20873']",set(),"['Human Navigation That Requires Calculating Heading Vectors Recruits Parietal Cortex in a Virtual and Visually Sparse Water Maze Task in fMRI', 'Neural Decoding of Goal Locations in Spatial Navigation in Humans With fMRI']"
